1023084,VE3RET,Alan,,CAN
1023085,VE3PWJ,Pete,,CAN
1023088,VE3CYE,Robert,,CAN
1023089,VA3DSW,Kevin,,CAN
1023090,VA3CTX,Scott,,CAN
1023091,VE3MDN,Mark,,CAN
1023092,VE3FIS,Tom,,CAN
1023093,VE3GZS,Zygmunt,,CAN
1023099,VA3XDJ,Michel,,CAN
1023100,VA3ERA,Rick,,CAN
1023101,VE3ORF,Link,,CAN
1023103,VE2QX,Dmr,,CAN
1023104,VE3RVK,Fernando,,CAN
1023105,VA3GVB,Garry,,CAN
1023106,VE3BRA,Bowmanville,,CAN
1023107,VE3KLY,Erin,,CAN
1023111,VA3CEF,Greg,,CAN
1023112,VE3SJU,Brian,,CAN
1023113,VE3DCH,David,,CAN
1023114,VE3RJ,Rolland,,CAN
1023115,VE3KUU,William,,CAN
1023116,VE3OTL,Brent,,CAN
1023117,VE3KT,Mark,,CAN
1023118,VA3OFF,Dean,,CAN
1023120,VA3CW,Andrew,,CAN
1023121,VE3MUD,Ian,,CAN
1023122,VE3JWD,Fred,,CAN
1023123,VA3KDK,Harold,,CAN
1023124,VE3SXZ,Robert,,CAN
1023125,VE3ADS,Doug,,CAN
1023126,VA3DUQ,Lee,,CAN
1023129,VE3TAV,Douglas,,CAN
1023130,VE3KR,Klaus,,CAN
1023131,VE3WBE,Ronald,,CAN
1023132,VA3SD,Charles,,CAN
1023133,VE3MYR,Murray,,CAN
1023135,VA3YFU,Jeremy,,CAN
1023137,VA3VIP,Bradley,,CAN
1023138,VE3CNU,Rick,,CAN
1023139,VE3ILS,Scott,,CAN
1023140,VA3WXW,Robert,,CAN
1023141,VA3MTJ,Satwant,,CAN
1023142,VE3BOW,David,,CAN
1023143,VE3MIJ,James,,CAN
1023145,VE3YT,Vic,,CAN
1023146,VA3MOO,Norman,,CAN
1023147,VA3MDW,Douglas,,CAN
1023148,VA3TKO,Bob,,CAN
1023149,VE3POF,Philippe,,CAN
1023150,VE3POF,Philippe,,CAN
1023151,VE3ETT,Dan,,CAN
1023152,VE3OSQ,Kieran,,CAN
1023153,VE3WCZ,Charles,,CAN
1023154,VE3WCZ,Charles,,CAN
1023156,VE3IPC,Michael,,CAN
1023160,VE3YN,S.,,CAN
1023161,VA3XY,Scott,,CAN
1023163,VA3BGW,Brad,,CAN
1023164,VE3NV,Harrison,,CAN
1023167,VA3JNT,Jose,,CAN
1023171,VA3TKO,Bob,,CAN
1023172,VA3WVA,Brian,,CAN
1023173,VA3RZP,Renee,,CAN
1023174,VA3FYF,Mark,,CAN
1023176,VA3XOR,Nicholas,,CAN
1023177,VE3DSL,Donald,,CAN
1023179,VE3BMO,Pierre,,CAN
1023180,VE3AUD,Terry,,CAN
1023181,VE3FM,Terry,,CAN
1023182,VE3XBT,Terry,,CAN
1023183,VE3KRL,Keith,,CAN
1023184,VA3YSN,Mark,,CAN
1023185,VE3TWM,Tracy,,CAN
1023186,VE3RZU,Rudolph,,CAN
1023188,VE3ZC,Rob,,CAN
1023189,VA3MYL,Michel,,CAN
1023190,VA3JHQ,Jacob,,CAN
1023192,VA3QU,Chris,,CAN
1023193,VE3KAY,Chris,,CAN
1023195,VA3MSE,Shawn,,CAN
1023199,VE3EEY,Marcelo,,CAN
1023200,VE3FAZ,Fabian,,CAN
1023201,VA3JHO,James,,CAN
1023210,VE3SSV,Phillip,,CAN
1023212,VE3ODB,Dale,,CAN
1023213,VE3XNS,Brian,,CAN
1023214,VA3OTZ,Anthony,,CAN
1023216,VE3ISD,Charles,,CAN
1023218,VE3NUE,David,,CAN
2060001,ON4AIM,Aime,,BEL
2060002,ON3AN,Ann,,BEL
2060003,ON2WIK,Marc,,BEL
2060004,ON7VFO,Francois,,BEL
2060005,ON6FU,Roland,,BEL
2060006,ON3SV,Steve,,BEL
2060007,ON4PN,Patrick,,BEL
2060008,ON4AIM,Aime,,BEL
2060009,ON7SD,Dirk,,BEL
2060010,ON3XI,Christophe,,BEL
2060011,ON2WIK,Marc,,BEL
2060012,ON3DHC,Tom,,BEL
2060013,ON3DHC,Tom,,BEL
2060014,ON4IBM,Ivan,,BEL
2060015,ON3FV,Filip,,BEL
2060016,ON4ASN,Marc,,BEL
2060017,ON4UK,Johan,,BEL
2060018,ON4SG,Germain,,BEL
2060019,ON5DUR,Frank,,BEL
2060020,ON1AUD,Dieter,,BEL
2060021,ON4AEY,Eddy,,BEL
2060022,ON3PJO,Jane,,BEL
2060023,ON7FD,Filip,,BEL
2060024,ON3BE,Danny,,BEL
2060025,ON4CBZ,Michel,,BEL
2060026,ON8HC,Hendrik,,BEL
2060027,ON3WV,Wim,,BEL
2060028,ON4EST,Eduard,,BEL
2060029,ON4OQ,Yves,,BEL
2060030,ON6HC,Onz,,BEL
2060031,ON5BD,Pierre,,BEL
2060032,ON3AGI,Gino,,BEL
2060033,ON5AWE,Erik,,BEL
2060034,ON3VJI,Jeannick,,BEL
2060035,ON3FBL,Philip,,BEL
2060036,ON3FBL,Philip,,BEL
2060037,ON3MVJ,Nancy,,BEL
2060038,ON4DKM,Nico,,BEL
2060039,ON4GPS,Rik,,BEL
2060040,ON5KDJ,Koen,,BEL
2060041,ON3DEF,Kris,,BEL
2060042,ON8MB,Marc,,BEL
2060043,ON4DRX,Ronny,,BEL
2060044,ON7HLU,Atoui,,BEL
2060045,ON7ATV,Alain,,BEL
2060046,ON8SD,Didier,,BEL
2060047,ON7XX,Jan,,BEL
2060048,ON4WZ,Geert,,BEL
2060049,ON3YH,Yentel,,BEL
2060050,ON8ODK,Serge,,BEL
2060051,ON3GIM,Guy,,BEL
2060052,ON7STV,Stefan,,BEL
2060053,ON3SD,Danny,,BEL
2060054,ON5HC,Tim,,BEL
2060055,ON3ML,Luc,,BEL
2060056,ON7GU,Daniel,,BEL
2060057,ON8ZZ,Peter,,BEL
2060058,ON3BSQ,Francis,,BEL
2060059,ON4TOP,Tom,,BEL
2060060,ON7QL,Michel,,BEL
2060061,ON3SS,Ivan,,BEL
2060062,ON5MF,Jurgen,,BEL
2060063,ON3GH,Gino,,BEL
2060064,ON3KN,Kevin,,BEL
2060065,ON2LS,Stijn,,BEL
2060066,ON3DIP,Ivan,,BEL
2060067,ON4OS,Uba-Ost,,BEL
2060068,ON7RM,Roger,,BEL
2060069,ON3LAW,Marc,,BEL
2060070,ON3VLS,Sven,,BEL
2060071,ON8PHD,Philippe,,BEL
2060072,ON4ASG,Hans,,BEL
2060073,ON1ARF,Kristoff,,BEL
2060074,ON3BE,Danny,,BEL
2060075,ON4MW,Michel,,BEL
2060076,ON5DZ,Kurt,,BEL
2060077,ON3DL,Bart,,BEL
2060078,ON4CGW,Kurt,,BEL
2060079,ON6FV,Freddy,,BEL
2060080,ON3TCM,Thomas,,BEL
2060081,ON4LP,Erik,,BEL
2060082,ON4AVT,Willy,,BEL
2060083,ON6CK,Club,,BEL
2060084,ON2FD,Freddy,,BEL
2060085,ON4PN,Patrick,,BEL
2060086,OT2C,Patrick,,BEL
2060087,ON5US,Peter,,BEL
2060088,ON7FU,Hugo,,BEL
2060089,ON2AGQ,Pieter,,BEL
2060090,ON5LS,Stefan,,BEL
2060092,ON7UP,Johan,,BEL
2060093,ON7KZ,Luc,,BEL
2060094,ON2TDW,Thomas,,BEL
2060095,ON4AGM,Olivier,,BEL
2060096,ON3PVW,Patrick,,BEL
2060097,ON3JBO,Julie,,BEL
2060098,ON3CDW,Christa,,BEL
2060099,ON4CBU,Ivan,,BEL
2060100,ON4DJ,Joris,,BEL
2060101,ON1AVV,Jan,,BEL
2060102,ON4API,Perneel,,BEL
2060103,ON4DEM,Guido,,BEL
2060104,ON7UP,Johan,,BEL
2060105,ON3AMG,Angel,,BEL
2060106,ON7DQ,Luc,,BEL
2060107,ON4ANE,Norbert,,BEL
2060108,ON3GIO,Giovanni,,BEL
2060109,ON5LS,Stefan,,BEL
2060110,ON2MVH,Mike,,BEL
2060111,ON3LUK,Luc,,BEL
2060112,ON2CG,Gerard,,BEL
2060113,ON3DEG,Gerdy,,BEL
2060114,ON3AIM,Ivon,,BEL
2060115,ON7BT,Bart,,BEL
2060116,ON2TO,Gianni,,BEL
2060117,ON3RVH,Ruben,,BEL
2060118,ON6ABO,Albert,,BEL
2060119,ON6ZB,Dirk,,BEL
2060120,ON4CBK,Martin,,BEL
2060121,ON4ALD,Dirk,,BEL
2060122,ON2DF,Franky,,BEL
2060123,OQ1A,Geert,,BEL
2060124,ON7ATV,Alain,,BEL
2060125,ON5KDJ,Koen,,BEL
2060126,ON5WAB,Willy,,BEL
2060127,ON3TV,Alain,,BEL
2060128,ON6JP,Jean-Pierre,,BEL
2060129,ON4CJT,Eddy,,BEL
2060130,ON4AAK,Marc,,BEL
2060131,ON3AF,Filip,,BEL
2060132,ON8HC,Hendrik,,BEL
2060133,ON3OO,Johan,,BEL
2060134,ON2AJ,Johny,,BEL
2060135,ON3JIL,Jean-Luc,,BEL
2060136,ON4CJP,Jean,,BEL
2060137,ON6CP,Carlos,,BEL
2060138,ON4IPR,Ipr,,BEL
2060139,ON7CO,Charlotte,,BEL
2060140,ON4NS,Noel,,BEL
2060141,ON4BYD,Georges,,BEL
2060142,ON7UO,Dirk,,BEL
2060143,ON3JMD,Jean,,BEL
2060144,ON3DEB,Dieter,,BEL
2060145,ON3LG,Hans,,BEL
2060146,ON5RA,Pascal,,BEL
2060147,ON8MB,Marc,,BEL
2060148,ON8CQ,Walter,,BEL
2060149,ON3WF,Werner,,BEL
2060150,ON4CGB,Wim,,BEL
2060151,ON8PI,Jan,,BEL
2060152,ON3TMF,Yvan,,BEL
2060153,ON8VL,Leo,,BEL
2060154,ON2PJ,Peter,,BEL
2060155,ON4MDB,Marc,,BEL
2060156,ON8PI,Jan,,BEL
2060157,ON4CAB,Bart,,BEL
2060158,ON4BNC,Yves,,BEL
2060159,ON3GV,Geert,,BEL
2060160,ON7PK,Carlos,,BEL
2060161,ON8ZT,Jean,,BEL
2060162,ON6FF,Johny,,BEL
2060163,ON3CZF,Frederik,,BEL
2060164,ON3GOR,Rik,,BEL
2060165,ON4TV,Tommy,,BEL
2060166,ON3RMI,Rik,,BEL
2060167,ON3BKM,Jannick,,BEL
2060168,ON8DKD,Kris,,BEL
2060169,ON7USB,Geert,,BEL
2060170,ON1BBD,Dannick,,BEL
2060171,ON2WAB,Peter,,BEL
2060172,ON5YL,Dorine,,BEL
2060173,ON6ADC,Alain,,BEL
2060174,ON4CKY,Etienne,,BEL
2060175,ON3DNS,Maertens,,BEL
2060176,ON4BHZ,Ludwig,,BEL
2060177,ON7XD,Rik,,BEL
2060178,ON3PI,Patrick,,BEL
2060179,ON8DM,Mich,,BEL
2060180,ON4VC,Michel,,BEL
2060181,ON3JCA,Marnix,,BEL
2060182,ON4DTP,Krist,,BEL
2060183,ON3HZ,Lieven,,BEL
2060184,ON4CFI,Reginald,,BEL
2060185,ON6DV,Daniel,,BEL
2060186,ON5SM,Marc,,BEL
2060187,ON7UC,Johan,,BEL
2060188,ON3JPB,Jean-Pierre,,BEL
2060189,ON5CQ,Philip,,BEL
2060190,ON5QM,Paul,,BEL
2060191,OS100V,Hms,,BEL
2060192,ON3WH,Ward,,BEL
2060193,ON5YM,Ivo,,BEL
2060194,ON4AMB,Michael,,BEL
2060195,ON4OPA,Jean,,BEL
2060196,ON6YP,Gregory,,BEL
2060197,ON3BV,Heinrich,,BEL
2060198,ON8LVD,Lugy,,BEL
2060199,ON3TG,Tom,,BEL
2060200,ON2MPH,Philippe,,BEL
2060201,ON3AA,Liesbeth,,BEL
2060202,ON8SU,Erik,,BEL
2060203,ON3HEL,Helmut,,BEL
2060204,ON5ALI,Robert,,BEL
2060205,ON7DKE,Bob,,BEL
2060206,ON7DG,Gino,,BEL
2060207,ON4AKG,Rudy,,BEL
2060208,ON6MX,Martin,,BEL
2060209,ON5AA,Ham,,BEL
2060210,ON6NT,Tony,,BEL
2060211,ON4CGC,Ivan,,BEL
2060212,ON4ACF,Wilfried,,BEL
2060213,ON8AD,Jeffrey,,BEL
2060214,ON6IG,Jaak,,BEL
2060215,ON5MD,Eddy,,BEL
2060216,ON3ELS,Gino,,BEL
2060217,ON7AJ,Jacques,,BEL
2060218,ON2BID,Andre,,BEL
2060219,ON3PQ,Ronny,,BEL
2060220,ON7ULM,Fabien,,BEL
2060221,ON3NDW,Niven,,BEL
2060222,ON8FR,Frederik,,BEL
2060223,ON7ABT,Michel,,BEL
2060224,ON7BA,Andy,,BEL
2060225,ON3GBH,Geert,,BEL
2060226,ON2FCB,Willy,,BEL
2060227,ON4CV,Carine,,BEL
2060228,ON3VR,Rik,,BEL
2060229,ON3XSI,Peter,,BEL
2060230,ON3MEM,Georges,,BEL
2060231,ON3EMG,Marleen,,BEL
2060232,ON8LW,Walter,,BEL
2060233,ON3PJN,Pieter,,BEL
2060234,ON6PJ,Jelle,,BEL
2060235,ON3AY,Danny,,BEL
2060236,ON4BDK,Marnix,,BEL
2060237,ON3HVP,Hendrik,,BEL
2060238,ON3DDW,Danthae,,BEL
2060239,OR4F,Aime,,BEL
2060240,ON8TLR,Carl,,BEL
2060241,ON3SLK,no_name,,BEL
2060242,ON7VR,Edward,,BEL
2060243,ON1LB,Ben,,BEL
2060244,ON3LMA,Serge,,BEL
2060245,ON5SRC,Robby,,BEL
2060246,ON4VDK,Vincent,,BEL
2060247,ON1KMK,Francois,,BEL
2060248,ON5ABA,Alain,,BEL
2060249,ON4PE,Jean,,BEL
2060250,ON7HH,Hugues,,BEL
2060251,ON3DG,Guido,,BEL
2060252,ON3ILI,Ilias,,BEL
2060253,ON7WPI,Jasper,,BEL
2060254,ON5MM,Michael,,BEL
2060255,ON4JON,Alexis,,BEL
2060256,ON4HM,Christian,,BEL
2060257,ON4BEC,Paul,,BEL
2060258,ON3MPE,no_name,,BEL
2060259,ON4KGS,Patrick,,BEL
2060260,ON4ROB,Rob,,BEL
2060261,ON4BHN,Jos,,BEL
2060262,ON4CHL,Christophe,,BEL
2060263,ON7IE,Dirk,,BEL
2060264,ON6VN,Robert,,BEL
2060265,ON2VJ,Johan,,BEL
2060266,ON8RF,Stephane,,BEL
2060267,ON3DOT,Francis,,BEL
2060268,ON3WIS,Felix,,BEL
2060269,ON3EEE,Rien,,BEL
2060270,ON7HH,Hugues,,BEL
2060271,ON3RBN,Ruben,,BEL
2060272,ON4OK,no_name,,BEL
2060273,ON7QR,Don,,BEL
2060274,ON3CHT,no_name,,BEL
2060275,ON3ADK,no_name,,BEL
2060276,ON8IZ,no_name,,BEL
2060277,ON3TRI,no_name,,BEL
2060278,ON3ETH,Eric,,BEL
2060279,ON4CCE,Manu,,BEL
2060280,ON3NIC,Nic,,BEL
2060281,ON4AGP,Peterderidder,,BEL
2060282,ON3CG,no_name,,BEL
2060283,ON4VDM,Wildcath1,,BEL
2060284,ON6OP,no_name,,BEL
2060285,ON4CN,Claude,,BEL
2060286,ON4TA,Filip,,BEL
2060287,ON7TH,Wilfried,,BEL
2060288,ON3GAI,Simon,,BEL
2060289,ON6XX,Patrick,,BEL
2060290,ON4FI,Karel,,BEL
2060291,ON5AB,Paul,,BEL
2060292,ON6ZK,Hans,,BEL
2060293,ON4IR,Manoel,,BEL
2060294,ON2PAT,no_name,,BEL
2060295,ON7CFZ,no_name,,BEL
2060296,ON3PBC,no_name,,BEL
2060297,ON6NY,Willy,,BEL
2060298,ON8LR,no_name,,BEL
2060299,ON6FS,no_name,,BEL
2060300,ON5BJ,no_name,,BEL
2060301,ON5JT,Jean-Pierre,,BEL
2060302,ON4DL,Alain,,BEL
2060303,ON5ML,Luc,,BEL
2060304,ON4VJP,Jean,,BEL
2060305,ON8TB,Tommy,,BEL
2060306,ON3CAI,Niko,,BEL
2060307,ON4MDW,Marc,,BEL
2060308,ON8FD,De,,BEL
2060309,ON5LGS,Edmond,,BEL
2060310,ON4SEB,Sebastien,,BEL
2060311,ON3MV,Mario,,BEL
2060312,ON3VIC,Vic,,BEL
2060313,ON3IWH,Kerry,,BEL
2060314,ON3II,Giorgio,,BEL
2060315,ON1MAU,Schoeters,,BEL
2060316,ON3ZIN,Pascal,,BEL
2060317,ON4KME,Andries,,BEL
2060318,ON4LBO,Krobru,,BEL
2060319,ON3QR,Dieter,,BEL
2060320,ON7WF,Wilfried,,BEL
2060321,ON6GDN,Pino,,BEL
2060322,ON2MDC,Marcel,,BEL
2060323,ON8TC,Therese,,BEL
2060324,ON3BY,David,,BEL
2060325,ON8LU,Rafa,,BEL
2060326,ON3FR,Freddy,,BEL
2060327,ON4APB,Piet,,BEL
2060328,ON4TNB,Bechir,,BEL
2060329,ON4CY,Yvan,,BEL
2060330,ON4LAN,Christian,,BEL
2060331,ON4BAM,Maurice,,BEL
2060332,ON1AJ,Ron,,BEL
2060333,ON3JLR,Jlr,,BEL
2060334,ON4LBI,Jeanpierre,,BEL
2060335,ON5LG,Gallo,,BEL
2060336,ON1UI,Erik,,BEL
2060337,ON4LDN,Dider,,BEL
2060338,ON6QO,Vandenbossche,,BEL
2060339,ON7TW,Willy,,BEL
2060340,ON7GMT,Adrian,,BEL
2060341,ON3ONA,no_name,,BEL
2060342,ON7ELS,Geert,,BEL
2060343,ON3KAP,Philip,,BEL
2060344,ON8PS,Paeme,,BEL
2060345,ON1ED,Eddy,,BEL
2060346,ON2LBT,Alain,,BEL
2060347,ON4LPL,Philippeon4lpl,,BEL
2060348,ON3RE,Remy,,BEL
2060349,ON3NE,Niels,,BEL
2060350,ON3BAT,Patrick,,BEL
2060351,ON4LKL,Kristof,,BEL
2060352,ON4LGH,Roland,,BEL
2060353,ON2TKW,Willem,,BEL
2060354,ON3ZZT,Benoit,,BEL
2060355,ON6GX,Club,,BEL
2060356,ON7GG,Gerald,,BEL
2060357,ON3VWA,Christian,,BEL
2060358,ON2BCB,Luc,,BEL
2060359,ON3FR,Freddy,,BEL
2060360,ON3OKM,Fred,,BEL
2060361,ON2ACO,Thierry,,BEL
2060362,ON4QI,Roberto,,BEL
2060363,ON3ZU,Ziggy,,BEL
2060364,ON4ROL,Roland,,BEL
2060365,ON5OF,Dirk,,BEL
2060366,ON3WI,Ivan,,BEL
2060367,ON4JES,Jess,,BEL
2060368,ON2TKW,Willem,,BEL
2060369,ON3NO,Alain,,BEL
2060370,ON3PVC,Pascal,,BEL
2060371,ON4IQ,Johan,,BEL
2060372,ON1DQJ,Bert,,BEL
2060373,ON5VW,Marc,,BEL
2060374,ON2KBW,Bernard,,BEL
2060375,ON8JA,Alexander,,BEL
2060376,ON7DC,Tom,,BEL
2060377,ON3YDE,Yvan,,BEL
2060378,ON2JLA,Julien,,BEL
2060379,ON3SB,Dumoulin,,BEL
2060380,ON4SE,Peter,,BEL
2060381,ON5KPS,Pierre,,BEL
2060382,ON7OFF,Kurt,,BEL
2060383,ON4WV,Andre,,BEL
2060384,ON3FZ,Franciscus,,BEL
2060385,ON3JDM,Dominique,,BEL
2060386,ON2RO,Rony,,BEL
2060387,ON7LSP,Luc,,BEL
2060388,ON8PIE,Petrus,,BEL
2060389,ON6FP,Ronny,,BEL
2060390,ON4ASU,Elie,,BEL
2060391,ON7TV,Michel,,BEL
2060392,ON4QE,Stefan,,BEL
2060393,OO0Q,Rudy,,BEL
2060394,ON7RA,Renaat,,BEL
2060395,ON3LPE,Peter,,BEL
2060396,ON4NA,Michel,,BEL
2060397,ON6KHI,Hans,,BEL
2060398,ON5RT,Paul,,BEL
2060399,ON7AM,Alain,,BEL
2060400,ON4ANV,Roger,,BEL
2060401,ON3REC,Michel,,BEL
2060402,ON7HB,Henri,,BEL
2060403,ON4PW,Nicolas,,BEL
2060404,ON3TTR,Marc,,BEL
2060405,ON7SH,Georges,,BEL
2060406,ON2LAS,Francis,,BEL
2060407,ON4TUK,Luc,,BEL
2060409,ON4TQ,Nicolas,,BEL
2060410,ON3MEE,Michel,,BEL
2060411,ON3TA,Didier,,BEL
2060412,ON8EI,John,,BEL
2060413,ON7AVL,Luc,,BEL
2060414,ON6AO,Jean,,BEL
2060415,ON5DAQ,Jonathan,,BEL
2060416,ON5RB,Bert,,BEL
2060417,ON4ALO,Jozef,,BEL
2060418,ON4BAX,Eddy,,BEL
2060419,ON3HCT,Claude,,BEL
2060420,ON5RG,Patrick,,BEL
2060421,ON3DSO,Stefaan,,BEL
2060422,ON3ELB,Etienne,,BEL
2060423,ON9VLW,Stijn,,BEL
2060424,ON3HH,Hugo,,BEL
2060425,ON7FDK,Fabien,,BEL
2060426,ON7DBR,Reza,,BEL
2060427,ON3DCO,Dolk,,BEL
2060428,ON5MAI,Mario,,BEL
2060429,ON1TG,Tom,,BEL
2060430,ON7LE,Colot,,BEL
2060431,ON4MHR,Laurent,,BEL
2060432,ON1TB,Thomas,,BEL
2060433,ON7VL,Luc,,BEL
2060434,ON7UDM,Ulrich,,BEL
2060435,ON1AAD,Leo,,BEL
2060436,ON5KR,Kenneth,,BEL
2060437,ON9NG,Nicolas,,BEL
2060438,ON3OLB,Olivier,,BEL
2060439,ON4CDI,Marc,,BEL
2060440,ON8GE,Pierre,,BEL
2060441,ON9KVE,Kees,,BEL
2060442,ON3RV,Ron,,BEL
2060443,ON3EMS,Julien,,BEL
2060444,ON7TOY,Thomas,,BEL
2060445,ON7PL,Pieter,,BEL
2060446,ON3SDC,Sophie,,BEL
2060447,ON4CGD,Erwin,,BEL
2060448,ON2OB,Olivier,,BEL
2060449,ON7NR,Jean-Marie,,BEL
2060450,ON4AIN,Jan,,BEL
2060451,ON7LVA,Luc,,BEL
2060452,ON4RLI,Rudy,,BEL
2060453,ON8HM,Michel,,BEL
2060454,ON7KEL,Kevin,,BEL
2060455,ON4LDL,Robert,,BEL
2060456,ON5TT,Marc,,BEL
2060457,ON7KY,Willy,,BEL
2060458,ON5MH,Miranda,,BEL
2060459,ON3NCG,Jonas,,BEL
2060460,ON6ER,Eric,,BEL
2060461,ON6NP,Wim,,BEL
2060462,ON7AL,Luc,,BEL
2060463,ON3SMI,Michel,,BEL
2060464,ON3WW,Sven,,BEL
2060466,ON5KC,Tom,,BEL
2060467,ON3SA,Severine,,BEL
2060468,ON3JT,Joost,,BEL
2060469,ON3MU,Dirk,,BEL
2060470,ON7TOY,Thomas,,BEL
2060471,ON6MAT,Matty,,BEL
2060472,ON2EE,Mathijs,,BEL
2060473,ON4TE,Stijn,,BEL
2060474,ON4MKS,Mitko,,BEL
2060475,ON3CEJ,Chris,,BEL
2060476,ON3PAN,Peter,,BEL
2060477,ON3HP,Hendrik,,BEL
2060478,ON3PDM,Peter,,BEL
2060479,ON4RYH,Rafal,,BEL
2060480,ON3CCC,Peter,,BEL
2060481,ON3WCT,Nathan,,BEL
2060482,ON3BJK,Bert,,BEL
2060483,ON3COP,Hans,,BEL
2060484,ON3EU,Karly,,BEL
2060485,ON4AG,Andre,,BEL
2060486,ON3OMD,Frank,,BEL
2060487,ON5LKU,Laurent,,BEL
2060488,ON4HEL,Fernando,,BEL
2060489,ON4BNI,Herwig,,BEL
2060490,ON3VHE,Eric,,BEL
2060491,ON7AE,Mario,,BEL
2060492,ON5EDM,Erik,,BEL
2060493,ON3FC,Francis,,BEL
2060494,ON1BKU,Andre,,BEL
2060495,ON7FH,Herman,,BEL
2060496,ON7ZC,Desmaele,,BEL
2060497,ON3GIN,Jozef,,BEL
2060498,ON3AEB,Benny,,BEL
2060499,ON3BEA,Bart,,BEL
2060500,ON3STG,Gert,,BEL
2060501,ON6BVK,Koen,,BEL
2060502,ON3CS,Chrissy,,BEL
2060503,ON3GMB,Marc,,BEL
2060504,ON7BRT,Herbert,,BEL
2060505,ON3ARN,Arne,,BEL
2060506,ON3TX,Thomas,,BEL
2060507,ON1ACB,Alain,,BEL
2060508,ON3XSS,Benjamin,,BEL
2060509,ON5PVD,Pierre,,BEL
2060510,ON3RK,Robby,,BEL
2060511,ON3TBX,Re Gis,,BEL
2060512,ON3VIM,Jose-Henri,,BEL
2060513,ON3MVR,Mario,,BEL
2060514,ON4CCC,Mark,,BEL
2060515,ON6TM,Tony,,BEL
2060516,ON3KEV,Kevin,,BEL
2060517,ON3PLZ,Jean,,BEL
2060518,ON4RBL,Raymond,,BEL
2060519,ON3BFL,Francis,,BEL
2060520,ON1DD,Dariusz,,BEL
2060521,ON3OXO,Jean,,BEL
2060522,ON6AOR,Paul,,BEL
2060524,ON9MJ,Michael,,BEL
2060525,ON4MOD,Morgan,,BEL
2060526,ON5AT,Thierry,,BEL
2060527,ON3XML,Florian,,BEL
2060528,ON3PMC,Peter,,BEL
2060529,OT6X,Patrick,,BEL
2060530,ON3RLD,Roland,,BEL
2060531,ON4BHL,Hoekman,,BEL
2060532,ON4ROS,Douglas,,BEL
2060533,ON3TOR,Tony,,BEL
2060534,ON3VPL,Vladimir,,BEL
2060535,ON8WIM,Wim,,BEL
2060536,ON8DH,David,,BEL
2060537,ON3ROG,Roger,,BEL
2060538,ON7NDR,Nico,,BEL
2060539,ON3MJM,Jeroen,,BEL
2060540,ON1JC,Jacques,,BEL
2060541,ON3JD,Joan,,BEL
2060542,ON7RED,Jean-Sebastien,,BEL
2060543,ON1LFM,Kauto,,BEL
2060544,ON3PV,Patrick,,BEL
2060545,ON3LAV,David,,BEL
2060546,ON4RCO,Aime,,BEL
2060547,ON3BS,Sophie,,BEL
2060548,ON7BH,Alain,,BEL
2060549,ON3FBC,Frank,,BEL
2060550,ON4DAX,Roelof,,BEL
2060551,ON7NW,Willy,,BEL
2060552,ON3PIW,Pierre,,BEL
2060553,ON7NU,Daniel,,BEL
2060554,ON3RIP,Stijn,,BEL
2060555,ON4IA,Luc,,BEL
